S1,Rate,S2
0.9595918367346938,0.6233594060718547,0.2
0.9797959183673469,0.6241955405317559,0.2
1.0,0.625,0.2
0.01,0.08928571428571429,0.5
0.030204081632653063,0.22168963451168364,0.5
0.05040816326530612,0.314089521871821,0.5
0.07061224489795918,0.3822359699513919,0.5
0.09081632653061224,0.43457031249999994,0.5
0.11102040816326529,0.47602380119005944,0.5
0.13122448979591836,0.5096702599873176,0.5
0.15142857142857144,0.5375253549695741,0.5
0.1716326530612245,0.560965848452508,0.5
0.19183673469387755,0.580964153275649,0.5
0.2120408163265306,0.5982266236757254,0.5
0.23224489795918368,0.6132787238629014,0.5
0.2524489795918367,0.6265194489465153,0.5
0.2726530612244898,0.6382572138352761,0.5
0.29285714285714287,0.6487341772151899,0.5
0.3130612244897959,0.6581431268234083,0.5
0.333265306122449,0.6666394513389942,0.5
0.35346938775510206,0.674349789752375,0.5
0.3736734693877551,0.681378386424531,0.5
0.39387755102040817,0.6878118317890235,0.5
0.4140816326530612,0.693722647702407,0.5
0.4342857142857143,0.6991720331186753,0.5
0.45448979591836736,0.7042119908929927,0.5
0.4746938775510204,0.7088869925636962,0.5
0.49489795918367346,0.7132352941176471,0.5
0.5151020408163265,0.7172899852222349,0.5
0.5353061224489796,0.7210798328568286,0.5
0.5555102040816327,0.7246299648599723,0.5
0.5757142857142857,0.7279624277456647,0.5
0.5959183673469388,0.7310966449674512,0.5
0.6161224489795918,0.7340497957595798,0.5
0.6363265306122449,0.7368371301635315,0.5
0.656530612244898,0.7394722324383964,0.5
0.676734693877551,0.7419672424595006,0.5
0.6969387755102041,0.7443330427201396,0.5
0.7171428571428571,0.7465794170136824,0.5
0.7373469387755102,0.7487151856763925,0.5
0.7575510204081632,0.7507483213332254,0.5
0.7777551020408163,0.7526860483488704,0.5
0.7979591836734694,0.7545349285989965,0.5
0.8181632653061224,0.7563009357078176,0.5
0.8383673469387755,0.757989519521736,0.5
0.8585714285714285,0.7596056622851365,0.5
0.8787755102040816,0.7611539277381036,0.5
0.8989795918367347,0.7626385041551247,0.5
0.9191836734693878,0.764063242179548,0.5
0.9393877551020408,0.7654316881734735,0.5
0.9595918367346938,0.7667471136912138,0.5
0.9797959183673469,0.7680125415920143,0.5
1.0,0.7692307692307692,0.5
0.01,0.09009009009009009,1.0
0.030204081632653063,0.22671568627450978,1.0
0.05040816326530612,0.3242746488118682,1.0
0.07061224489795918,0.3974270617964622,1.0
0.09081632653061224,0.45431342521694734,1.0
0.11102040816326529,0.49981624402793084,1.0
0.13122448979591836,0.5370416771068237,1.0
0.15142857142857144,0.5680600214362272,1.0
0.1716326530612245,0.5943042894495089,1.0
0.19183673469387755,0.6167979002624672,1.0
0.2120408163265306,0.6362912609467818,1.0
0.23224489795918368,0.6533471121827994,1.0
0.2524489795918367,0.6683957421516183,1.0
0.2726530612244898,0.6817717901612574,1.0
0.29285714285714287,0.6937394247038917,1.0
0.3130612244897959,0.7045099660145127,1.0
0.333265306122449,0.7142544722914753,1.0
0.35346938775510206,0.7231128924515698,1.0
0.3736734693877551,0.7312008306377542,1.0
0.39387755102040817,0.7386146192116341,1.0
0.4140816326530612,0.7454351739593665,1.0
0.4342857142857143,0.7517309594460929,1.0
0.45448979591836736,0.7575602952682245,1.0
0.4746938775510204,0.7629731680115462,1.0
0.49489795918367346,0.7680126682501979,1.0
0.5151020408163265,0.7727161400930689,1.0
0.5353061224489796,0.7771161081977899,1.0
0.5555102040816327,0.7812410309396706,1.0
0.5757142857142857,0.7851159166179622,1.0
0.5959183673469388,0.788762830902215,1.0
0.6161224489795918,0.7922013172741347,1.0
0.6363265306122449,0.7954487473850707,1.0
0.656530612244898,0.7985206145903145,1.0
0.676734693877551,0.8014307811291569,1.0
0.6969387755102041,0.804191687271871,1.0
0.7171428571428571,0.8068145290903247,1.0
0.7373469387755102,0.8093094102098873,1.0
0.7575510204081632,0.8116854718796466,1.0
0.7777551020408163,0.8139510048909677,1.0
0.7979591836734694,0.8161135462325193,1.0
0.8181632653061224,0.8181799628563847,1.0
0.8383673469387755,0.8201565245168504,1.0
0.8585714285714285,0.8220489673095335,1.0
0.8787755102040816,0.82386254926721,1.0
0.8989795918367347,0.8256020991472215,1.0
0.9191836734693878,0.8272720593637499,1.0
0.9393877551020408,0.8288765238686907,1.0
0.9595918367346938,0.8304192716611918,1.0
0.9797959183673469,0.8319037965032662,1.0
1.0,0.8333333333333334,1.0
0.01,0.09090900826453795,10000.0
0.030204081632653063,0.23197438350769972,10000.0
0.05040816326530612,0.33514134626984354,10000.0
0.07061224489795918,0.4138738851631068,10000.0
0.09081632653061224,0.47593356373865386,10000.0
0.11102040816326529,0.5261094177608969,10000.0
0.13122448979591836,0.5675166380123721,10000.0
0.15142857142857144,0.6022690999701934,10000.0
0.1716326530612245,0.6318517551665959,10000.0
0.19183673469387755,0.6573383363773693,10000.0
0.2120408163265306,0.6795244864228817,10000.0
0.23224489795918368,0.6990123128009094,10000.0
0.2524489795918367,0.7162658597517747,10000.0
0.2726530612244898,0.7316485351454384,10000.0
0.29285714285714287,0.7454489884711768,10000.0
0.3130612244897959,0.7578993941814689,10000.0
0.333265306122449,0.7691886194770814,10000.0
0.35346938775510206,0.7794718719834282,10000.0
0.3736734693877551,0.7888778783481463,10000.0
0.39387755102040817,0.7975143008157001,10000.0
0.4140816326530612,0.8054718765286325,10000.0
0.4342857142857143,0.8128276176578673,10000.0
0.45448979591836736,0.8196473119081206,10000.0
0.4746938775510204,0.8259874955720359,10000.0
0.49489795918367346,0.8318970245273261,10000.0
0.5151020408163265,0.837418335620839,10000.0
0.5353061224489796,0.8425884673641185,10000.0
0.5555102040816327,0.8474398918699075,10000.0
0.5757142857142857,0.8520011975373656,10000.0
0.5959183673469388,0.856297652817753,10000.0
0.6161224489795918,0.8603516745462939,10000.0
0.6363265306122449,0.8641832191705172,10000.0
0.656530612244898,0.8678101112891071,10000.0
0.676734693877551,0.8712483209158377,10000.0
0.6969387755102041,0.874512198568097,10000.0
0.7171428571428571,0.8776146754795964,10000.0
0.7373469387755102,0.8805674348278284,10000.0
0.7575510204081632,0.883381058756568,10000.0
0.7777551020408163,0.8860651550934526,10000.0
0.7979591836734694,0.8886284669606686,10000.0
0.8181632653061224,0.8910789679137978,10000.0
0.8383673469387755,0.8934239447899844,10000.0
0.8585714285714285,0.895670070078806,10000.0
0.8787755102040816,0.8978234653297712,10000.0
0.8989795918367347,0.8998897568654157,10000.0
0.9191836734693878,0.9018741248677244,10000.0
0.9393877551020408,0.903781346739566,10000.0
0.9595918367346938,0.9056158355052802,10000.0
0.9797959183673469,0.9073816739001769,10000.0
1.0,0.90908264470323,10000.0
